"","c..AL627309.1....AL627309.5....LINC01409....LINC01128....LINC00115..."
"7201","ZKSCAN8"
"7202","ZSCAN9"
"7203","ZKSCAN4"
"7204","ZSCAN26"
"7205","PGBD1"
"7206","ZSCAN31"
"7207","ZKSCAN3"
"7208","ZSCAN12"
"7209","ZSCAN23"
"7210","ZBED9"
"7211","TRIM27"
"7212","ZNF311"
"7213","AL645937.4"
"7214","OR14J1"
"7215","OR5V1"
"7216","UBD"
"7217","GABBR1"
"7218","ZFP57"
"7219","HLA-F"
"7220","HLA-F-AS1"
"7221","AL645939.5"
"7222","HLA-A"
"7223","HCG9"
"7224","ZNRD1"
"7225","PPP1R11"
"7226","RNF39"
"7227","TRIM10"
"7228","TRIM15"
"7229","TRIM26"
"7230","HCG17"
"7231","HCG18"
"7232","TRIM39"
"7233","RPP21"
"7234","HLA-E"
"7235","GNL1"
"7236","PRR3"
"7237","ABCF1"
"7238","PPP1R10"
"7239","MRPS18B"
"7240","ATAT1"
"7241","C6orf136"
"7242","DHX16"
"7243","NRM"
"7244","MDC1"
"7245","MDC1-AS1"
"7246","TUBB"
"7247","FLOT1"
"7248","HCG20"
"7249","DDR1"
"7250","GTF2H4"
"7251","VARS2"
"7252","SFTA2"
"7253","MUC22"
"7254","PSORS1C1"
"7255","CDSN"
"7256","CCHCR1"
"7257","TCF19"
"7258","POU5F1"
"7259","PSORS1C3"
"7260","AL662844.4"
"7261","HCG27"
"7262","HLA-C"
"7263","HLA-B"
"7264","AL645933.2"
"7265","MICA"
"7266","HCP5"
"7267","AL645933.3"
"7268","DDX39B"
"7269","ATP6V1G2"
"7270","NFKBIL1"
"7271","LTB"
"7272","PRRC2A"
"7273","BAG6"
"7274","APOM"
"7275","C6orf47"
"7276","GPANK1"
"7277","CSNK2B"
"7278","LY6G5B"
"7279","ABHD16A"
"7280","MPIG6B"
"7281","DDAH2"
"7282","CLIC1"
"7283","MSH5"
"7284","SAPCD1"
"7285","SAPCD1-AS1"
"7286","VWA7"
"7287","VARS"
"7288","LSM2"
"7289","HSPA1B"
"7290","SNHG32"
"7291","NEU1"
"7292","SLC44A4"
"7293","EHMT2-AS1"
"7294","EHMT2"
"7295","C2"
"7296","C2-AS1"
"7297","CFB"
"7298","NELFE"
"7299","SKIV2L"
"7300","DXO"
"7301","STK19"
"7302","C4A"
"7303","CYP21A2"
"7304","TNXB"
"7305","AL662884.5"
"7306","ATF6B"
"7307","FKBPL"
"7308","PRRT1"
"7309","AL662884.3"
"7310","PPT2"
"7311","EGFL8"
"7312","AGPAT1"
"7313","RNF5"
"7314","AGER"
"7315","PBX2"
"7316","NOTCH4"
"7317","TSBP1-AS1"
"7318","TSBP1"
"7319","HLA-DRB1"
"7320","HLA-DQB2"
"7321","TAP2"
"7322","PSMB8"
"7323","TAP1"
"7324","HLA-DMB"
"7325","HLA-DMA"
"7326","BRD2"
"7327","HLA-DOA"
"7328","COL11A2"
"7329","RXRB"
"7330","SLC39A7"
"7331","HSD17B8"
"7332","RING1"
"7333","HCG25"
"7334","VPS52"
"7335","RPS18"
"7336","B3GALT4"
"7337","WDR46"
"7338","PFDN6"
"7339","RGL2"
"7340","TAPBP"
"7341","ZBTB22"
"7342","DAXX"
"7343","PHF1"
"7344","CUTA"
"7345","SYNGAP1"
"7346","SYNGAP1-AS1"
"7347","ZBTB9"
"7348","LINC00336"
"7349","ITPR3"
"7350","UQCC2"
"7351","IP6K3"
"7352","LEMD2"
"7353","HMGA1"
"7354","SMIM29"
"7355","AL354740.1"
"7356","NUDT3"
"7357","RPS10-NUDT3"
"7358","RPS10"
"7359","PACSIN1"
"7360","ILRUN"
"7361","AL451165.2"
"7362","SNRPC"
"7363","UHRF1BP1"
"7364","TAF11"
"7365","ANKS1A"
"7366","AL591002.1"
"7367","SCUBE3"
"7368","Z97832.2"
"7369","ZNF76"
"7370","PPARD"
"7371","FANCE"
"7372","TEAD3"
"7373","FKBP5"
"7374","ARMC12"
"7375","LHFPL5"
"7376","SRPK1"
"7377","SLC26A8"
"7378","MAPK14"
"7379","MAPK13"
"7380","Z84485.1"
"7381","BRPF3"
"7382","PNPLA1"
"7383","BNIP5"
"7384","ETV7"
"7385","PXT1"
"7386","KCTD20"
"7387","STK38"
"7388","SRSF3"
"7389","CPNE5"
"7390","PPIL1"
"7391","C6orf89"
"7392","PI16"
"7393","MTCH1"
"7394","FGD2"
"7395","PIM1"
"7396","TMEM217"
"7397","TBC1D22B"
"7398","AL096712.2"
"7399","RNF8"
"7400","CMTR1"
"7401","CCDC167"
"7402","MDGA1"
"7403","AL121574.1"
"7404","ZFAND3"
"7405","BTBD9"
"7406","GLO1"
"7407","DNAH8"
"7408","SAYSD1"
"7409","KCNK5"
"7410","KIF6"
"7411","DAAM2"
"7412","AL590999.1"
"7413","MOCS1"
"7414","LRFN2"
"7415","UNC5CL"
"7416","OARD1"
"7417","TSPO2"
"7418","APOBEC2"
"7419","NFYA"
"7420","FOXP4-AS1"
"7421","FOXP4"
"7422","MDFI"
"7423","TFEB"
"7424","AL035588.1"
"7425","PGC"
"7426","FRS3"
"7427","PRICKLE4"
"7428","TOMM6"
"7429","USP49"
"7430","MED20"
"7431","BYSL"
"7432","CCND3"
"7433","AL513008.1"
"7434","TAF8"
"7435","AL512274.1"
"7436","C6orf132"
"7437","GUCA1B"
"7438","MRPS10"
"7439","TRERF1"
"7440","UBR2"
"7441","PRPH2"
"7442","BICRAL"
"7443","RPL7L1"
"7444","C6orf226"
"7445","AL035587.2"
"7446","AL035587.1"
"7447","GNMT"
"7448","PEX6"
"7449","PPP2R5D"
"7450","MEA1"
"7451","KLHDC3"
"7452","RRP36"
"7453","AL136304.1"
"7454","CUL7"
"7455","KLC4"
"7456","MRPL2"
"7457","AL355385.1"
"7458","PTK7"
"7459","SRF"
"7460","CUL9"
"7461","AL133375.1"
"7462","DNPH1"
"7463","TTBK1"
"7464","SLC22A7"
"7465","CRIP3"
"7466","ZNF318"
"7467","AL359813.1"
"7468","ABCC10"
"7469","DLK2"
"7470","TJAP1"
"7471","LRRC73"
"7472","POLR1C"
"7473","YIPF3"
"7474","XPO5"
"7475","POLH"
"7476","POLH-AS1"
"7477","GTPBP2"
"7478","MAD2L1BP"
"7479","RSPH9"
"7480","MRPS18A"
"7481","AL136131.2"
"7482","VEGFA"
"7483","AL109615.3"
"7484","C6orf223"
"7485","AL109615.4"
"7486","MRPL14"
"7487","TMEM63B"
"7488","SLC29A1"
"7489","HSP90AB1"
"7490","SLC35B2"
"7491","NFKBIE"
"7492","TMEM151B"
"7493","TCTE1"
"7494","AARS2"
"7495","CDC5L"
"7496","AL133334.1"
"7497","SUPT3H"
"7498","RUNX2"
"7499","AL096865.1"
"7500","CLIC5"
"7501","AL035701.1"
"7502","ENPP4"
"7503","ENPP5"
"7504","RCAN2"
"7505","AL035670.1"
"7506","CYP39A1"
"7507","SLC25A27"
"7508","AL591242.1"
"7509","TDRD6"
"7510","ADGRF5"
"7511","ADGRF1"
"7512","TNFRSF21"
"7513","AL451166.1"
"7514","AL355353.1"
"7515","CD2AP"
"7516","OPN5"
"7517","PTCHD4"
"7518","AL353138.1"
"7519","MMUT"
"7520","CENPQ"
"7521","C6orf141"
"7522","TFAP2B"
"7523","AL355997.1"
"7524","PKHD1"
"7525","MCM3"
"7526","PAQR8"
"7527","EFHC1"
"7528","TRAM2"
"7529","TRAM2-AS1"
"7530","TMEM14A"
"7531","GSTA4"
"7532","ICK"
"7533","FBXO9"
"7534","ELOVL5"
"7535","GCLC"
"7536","LINC01564"
"7537","KLHL31"
"7538","AL590652.1"
"7539","LRRC1"
"7540","MLIP"
"7541","AL033384.1"
"7542","MLIP-AS1"
"7543","TINAG"
"7544","FAM83B"
"7545","HCRTR2"
"7546","HMGCLL1"
"7547","BMP5"
"7548","COL21A1"
"7549","DST"
"7550","AL512422.1"
"7551","BEND6"
"7552","KIAA1586"
"7553","ZNF451"
"7554","ZNF451-AS1"
"7555","BAG2"
"7556","RAB23"
"7557","PRIM2"
"7558","AL021368.3"
"7559","AL021368.5"
"7560","AL021368.1"
"7561","AL021368.2"
"7562","AL445250.1"
"7563","AL512427.2"
"7564","KHDRBS2-OT"
"7565","KHDRBS2"
"7566","AL355347.1"
"7567","FKBP1C"
"7568","LGSN"
"7569","PTP4A1"
"7570","AL135905.1"
"7571","AL135905.2"
"7572","PHF3"
"7573","EYS"
"7574","AL646090.2"
"7575","AL606923.2"
"7576","AL391807.1"
"7577","ADGRB3"
"7578","LMBRD1"
"7579","COL19A1"
"7580","COL9A1"
"7581","AL365226.1"
"7582","FAM135A"
"7583","SDHAF4"
"7584","AL583856.2"
"7585","SMAP1"
"7586","B3GAT2"
"7587","AL096709.1"
"7588","AL589935.1"
"7589","OGFRL1"
"7590","AL136164.1"
"7591","LINC00472"
"7592","AL035467.2"
"7593","RIMS1"
"7594","KCNQ5"
"7595","KHDC1"
"7596","AC019205.1"
"7597","OOEP"
"7598","DDX43"
"7599","CGAS"
"7600","MTO1"
"7601","EEF1A1"
"7602","AL121972.1"
"7603","SLC17A5"
"7604","CD109"
"7605","AL357507.1"
"7606","AL356277.3"
"7607","COL12A1"
"7608","COX7A2"
"7609","TMEM30A"
"7610","AL080250.1"
"7611","FILIP1"
"7612","AL445465.1"
"7613","SENP6"
"7614","MYO6"
"7615","IMPG1"
"7616","LINC02540"
"7617","AL355612.1"
"7618","MEI4"
"7619","IRAK1BP1"
"7620","PHIP"
"7621","HMGN3"
"7622","HMGN3-AS1"
"7623","AL391840.1"
"7624","LCA5"
"7625","AL391840.3"
"7626","AL451064.1"
"7627","SH3BGRL2"
"7628","ELOVL4"
"7629","TTK"
"7630","BCKDHB"
"7631","AL359715.3"
"7632","AL359715.1"
"7633","AL359715.2"
"7634","TENT5A"
"7635","AL122017.1"
"7636","LINC02542"
"7637","IBTK"
"7638","TPBG"
"7639","UBE3D"
"7640","AL355613.1"
"7641","DOP1A"
"7642","PGM3"
"7643","RWDD2A"
"7644","ME1"
"7645","PRSS35"
"7646","SNAP91"
"7647","CYB5R4"
"7648","AL034347.1"
"7649","MRAP2"
"7650","CEP162"
"7651","TBX18"
"7652","NT5E"
"7653","SNX14"
"7654","SYNCRIP"
"7655","SNHG5"
"7656","AL450338.2"
"7657","CGA"
"7658","AL139274.2"
"7659","ZNF292"
"7660","GJB7"
"7661","SMIM8"
"7662","C6orf163"
"7663","CFAP206"
"7664","SLC35A1"
"7665","RARS2"
"7666","ORC3"
"7667","AKIRIN2"
"7668","AL139042.1"
"7669","RNGTT"
"7670","PNRC1"
"7671","SRSF12"
"7672","AL353135.2"
"7673","PM20D2"
"7674","GABRR1"
"7675","GABRR2"
"7676","UBE2J1"
"7677","RRAGD"
"7678","ANKRD6"
"7679","LYRM2"
"7680","MDN1"
"7681","CASP8AP2"
"7682","BACH2"
"7683","AL158136.1"
"7684","AL132996.1"
"7685","MAP3K7"
"7686","EPHA7"
"7687","AL591519.1"
"7688","AL356094.2"
"7689","MANEA-DT"
"7690","MANEA"
"7691","UFL1-AS1"
"7692","UFL1"
"7693","FHL5"
"7694","GPR63"
"7695","NDUFAF4"
"7696","KLHL32"
"7697","MMS22L"
"7698","FBXL4"
"7699","FAXC"
"7700","COQ3"
"7701","PNISR"
"7702","AL513550.1"
"7703","USP45"
"7704","TSTD3"
"7705","CCNC"
"7706","MCHR2"
"7707","MCHR2-AS1"
"7708","SIM1"
"7709","Z86062.2"
"7710","ASCC3"
"7711","AL133338.1"
"7712","GRIK2"
"7713","AL357522.1"
"7714","HACE1"
"7715","LIN28B-AS1"
"7716","LIN28B"
"7717","PREP"
"7718","AL096794.1"
"7719","PRDM1"
"7720","ATG5"
"7721","CRYBG1"
"7722","AL109920.1"
"7723","RTN4IP1"
"7724","QRSL1"
"7725","LINC02532"
"7726","CD24"
"7727","MTRES1"
"7728","BEND3"
"7729","PDSS2"
"7730","SOBP"
"7731","SCML4"
"7732","SEC63"
"7733","Z98200.1"
"7734","OSTM1"
"7735","SNX3"
"7736","AFG1L"
"7737","AL139106.1"
"7738","FOXO3"
"7739","LINC00222"
"7740","Z95118.2"
"7741","ARMC2"
"7742","ARMC2-AS1"
"7743","SESN1"
"7744","AL390208.1"
"7745","CEP57L1"
"7746","CD164"
"7747","PPIL6"
"7748","SMPD2"
"7749","MICAL1"
"7750","ZBTB24"
"7751","AL109947.1"
"7752","AK9"
"7753","FIG4"
"7754","WASF1"
"7755","CDC40"
"7756","METTL24"
"7757","AL050350.1"
"7758","DDO"
"7759","SLC22A16"
"7760","CDK19"
"7761","AMD1"
"7762","GTF3C6"
"7763","RPF2"
"7764","SLC16A10"
"7765","AL360227.1"
"7766","MFSD4B"
"7767","AL080317.1"
"7768","REV3L"
"7769","AL080317.2"
"7770","TRAF3IP2-AS1"
"7771","AL008730.1"
"7772","TRAF3IP2"
"7773","Z97989.1"
"7774","FYN"
"7775","CCN6"
"7776","TUBE1"
"7777","FAM229B"
"7778","LAMA4"
"7779","Z99289.1"
"7780","Z99289.2"
"7781","Z99289.3"
"7782","AL365214.2"
"7783","AL360015.1"
"7784","FO393415.3"
"7785","MARCKS"
"7786","LINC01268"
"7787","FO393415.1"
"7788","HDAC2"
"7789","HDAC2-AS2"
"7790","HS3ST5"
"7791","AL138830.2"
"7792","AL590550.1"
"7793","FRK"
"7794","AL357141.1"
"7795","NT5DC1"
"7796","COL10A1"
"7797","TSPYL4"
"7798","DSE"
"7799","TSPYL1"
"7800","CALHM5"
"7801","RWDD1"
"7802","RSPH4A"
"7803","ZUP1"
"7804","KPNA5"
"7805","FAM162B"
"7806","ROS1"
"7807","DCBLD1"
"7808","GOPC"
"7809","NUS1"
"7810","SLC35F1"
"7811","CEP85L"
"7812","PLN"
"7813","Z99496.2"
"7814","MCM9"
"7815","ASF1A"
"7816","AL137009.1"
"7817","FAM184A"
"7818","MAN1A1"
"7819","AL078600.1"
"7820","AL096854.1"
"7821","TBC1D32"
"7822","GJA1"
"7823","HSF2"
"7824","SERINC1"
"7825","PKIB"
"7826","AL512283.2"
"7827","SMPDL3A"
"7828","TRDN"
"7829","AL133257.1"
"7830","NKAIN2"
"7831","RNF217-AS1"
"7832","RNF217"
"7833","TPD52L1"
"7834","HDDC2"
"7835","AL450332.1"
"7836","AL365259.1"
"7837","LINC02523"
"7838","HEY2"
"7839","NCOA7"
"7840","NCOA7-AS1"
"7841","HINT3"
"7842","TRMT11"
"7843","RNF146"
"7844","ECHDC1"
"7845","KIAA0408"
"7846","SOGA3"
"7847","C6orf58"
"7848","THEMIS"
"7849","PTPRK"
"7850","AL590006.1"
"7851","LAMA2"
"7852","AL356124.1"
"7853","ARHGAP18"
"7854","TMEM244"
"7855","L3MBTL3"
"7856","AL355581.1"
"7857","SAMD3"
"7858","TMEM200A"
"7859","EPB41L2"
"7860","AKAP7"
"7861","ARG1"
"7862","MED23"
"7863","ENPP3"
"7864","CTAGE9"
"7865","ENPP1"
"7866","CCN2"
"7867","AL133346.1"
"7868","AL021408.1"
"7869","LINC01013"
"7870","MOXD1"
"7871","STX7"
"7872","VNN1"
"7873","VNN2"
"7874","SLC18B1"
"7875","EYA4"
"7876","AL024497.1"
"7877","AL024497.2"
"7878","TARID"
"7879","LINC01312"
"7880","TCF21"
"7881","TBPL1"
"7882","SLC2A12"
"7883","AL449363.2"
"7884","CT69"
"7885","AL078590.2"
"7886","ALDH8A1"
"7887","HBS1L"
"7888","MYB"
"7889","AHI1"
"7890","AL049552.1"
"7891","AL049552.2"
"7892","LINC00271"
"7893","PDE7B"
"7894","AL360178.1"
"7895","AL360178.2"
"7896","AL138828.1"
"7897","MTFR2"
"7898","BCLAF1"
"7899","AL023284.4"
"7900","MAP7"
"7901","AL024508.2"
"7902","MAP3K5"
"7903","AL024508.1"
"7904","AL121933.2"
"7905","PEX7"
"7906","IL20RA"
"7907","IFNGR1"
"7908","WAKMAR2"
"7909","PERP"
"7910","ARFGEF3"
"7911","HEBP2"
"7912","NHSL1"
"7913","GVQW2"
"7914","CCDC28A"
"7915","ECT2L"
"7916","REPS1"
"7917","ABRACL"
"7918","HECA"
"7919","AL031772.1"
"7920","TXLNB"
"7921","AL592429.2"
"7922","CITED2"
"7923","LINC01625"
"7924","FILNC1"
"7925","AL357146.1"
"7926","AL035446.2"
"7927","NMBR"
"7928","VTA1"
"7929","ADGRG6"
"7930","HIVEP2"
"7931","AL023584.2"
"7932","AL355304.1"
"7933","LINC01277"
"7934","AL023581.2"
"7935","AIG1"
"7936","AL023581.1"
"7937","ADAT2"
"7938","PEX3"
"7939","FUCA2"
"7940","PHACTR2"
"7941","PHACTR2-AS1"
"7942","LTV1"
"7943","ZC2HC1B"
"7944","PLAGL1"
"7945","HYMAI"
"7946","SF3B5"
"7947","UTRN"
"7948","AL024474.2"
"7949","EPM2A"
"7950","AL023806.1"
"7951","AL356599.1"
"7952","FBXO30"
"7953","SHPRH"
"7954","GRM1"
"7955","RAB32"
"7956","ADGB"
"7957","STXBP5-AS1"
"7958","STXBP5"
"7959","SAMD5"
"7960","AL033504.1"
"7961","AL445123.2"
"7962","AL359382.1"
"7963","AL513164.1"
"7964","SASH1"
"7965","UST"
"7966","AL357992.1"
"7967","TAB2"
"7968","SUMO4"
"7969","PPIL4"
"7970","GINM1"
"7971","AL078581.4"
"7972","AL078581.2"
"7973","KATNA1"
"7974","LATS1"
"7975","AL358852.1"
"7976","NUP43"
"7977","PCMT1"
"7978","LRP11"
"7979","AL355312.3"
"7980","RAET1E"
"7981","RAET1L"
"7982","PPP1R14C"
"7983","IYD"
"7984","PLEKHG1"
"7985","AL450344.3"
"7986","MTHFD1L"
"7987","AL138733.1"
"7988","AKAP12"
"7989","ZBTB2"
"7990","RMND1"
"7991","ARMT1"
"7992","CCDC170"
"7993","ESR1"
"7994","SYNE1"
"7995","AL049548.1"
"7996","MYCT1"
"7997","VIP"
"7998","LINC02840"
"7999","FBXO5"
"8000","AL080276.2"
"8001","MTRF1L"
"8002","RGS17"
"8003","AL590867.1"
"8004","OPRM1"
"8005","IPCEF1"
"8006","CNKSR3"
"8007","AL357075.4"
"8008","SCAF8"
"8009","TIAM2"
"8010","AL596202.1"
"8011","TFB1M"
"8012","CLDN20"
"8013","AL589693.1"
"8014","AL512658.2"
"8015","AL355297.3"
"8016","ARID1B"
"8017","AL355297.4"
"8018","AL049820.1"
"8019","TMEM242"
"8020","AL117344.2"
"8021","ZDHHC14"
"8022","SNX9"
"8023","AL391863.1"
"8024","AL035634.1"
"8025","SYNJ2"
"8026","AL139330.1"
"8027","SERAC1"
"8028","GTF2H5"
"8029","TULP4"
"8030","AL360169.2"
"8031","TMEM181"
"8032","DYNLT1"
"8033","SYTL3"
"8034","EZR"
"8035","EZR-AS1"
"8036","C6orf99"
"8037","RSPH3"
"8038","AL035530.2"
"8039","AL078604.4"
"8040","SOD2"
"8041","WTAP"
"8042","ACAT2"
"8043","TCP1"
"8044","MRPL18"
"8045","PNLDC1"
"8046","MAS1"
"8047","IGF2R"
"8048","AIRN"
"8049","SLC22A1"
"8050","SLC22A2"
"8051","SLC22A3"
"8052","AL591069.1"
"8053","LPA"
"8054","PLG"
"8055","AL109933.5"
"8056","AL391361.2"
"8057","AL139393.1"
"8058","MAP3K4"
"8059","AGPAT4"
"8060","PRKN"
"8061","AL138716.1"
"8062","PACRG"
"8063","AL590286.2"
"8064","PACRG-AS2"
"8065","AL137182.1"
"8066","PACRG-AS3"
"8067","PACRG-AS1"
"8068","CAHM"
"8069","QKI"
"8070","AL450345.2"
"8071","C6orf118"
"8072","PDE10A"
"8073","AL590302.2"
"8074","AL590302.1"
"8075","LINC00602"
"8076","SFT2D1"
"8077","MPC1"
"8078","AL022069.1"
"8079","RPS6KA2"
"8080","RAMACL"
"8081","Z94721.1"
"8082","Z94721.3"
"8083","FGFR1OP"
"8084","CCR6"
"8085","AL121935.1"
"8086","TTLL2"
"8087","LINC01558"
"8088","AL009178.2"
"8089","AL009178.3"
"8090","AFDN-DT"
"8091","AFDN"
"8092","KIF25"
"8093","FRMD1"
"8094","DACT2"
"8095","SMOC2"
"8096","BX322234.1"
"8097","THBS2"
"8098","LINC02519"
"8099","AL009176.1"
"8100","AL135910.1"
"8101","WDR27"
"8102","C6orf120"
"8103","PHF10"
"8104","AL354892.1"
"8105","TCTE3"
"8106","ERMARD"
"8107","AL354892.3"
"8108","LINC00574"
"8109","DLL1"
"8110","FAM120B"
"8111","PSMB1"
"8112","TBP"
"8113","PDCD2"
"8114","AC215522.2"
"8115","AC093627.5"
"8116","AC093627.4"
"8117","AC093627.3"
"8118","FAM20C"
"8119","AC226118.1"
"8120","PDGFA"
"8121","AC147651.1"
"8122","PRKAR1B"
"8123","AC147651.2"
"8124","DNAAF5"
"8125","SUN1"
"8126","GET4"
"8127","AC073957.3"
"8128","ADAP1"
"8129","COX19"
"8130","CYP2W1"
"8131","C7orf50"
"8132","AC073957.1"
"8133","GPR146"
"8134","AC073957.2"
"8135","AC091729.1"
"8136","GPER1"
"8137","AC091729.3"
"8138","UNCX"
"8139","MICALL2"
"8140","AC102953.2"
"8141","INTS1"
"8142","MAFK"
"8143","TMEM184A"
"8144","PSMG3"
"8145","PSMG3-AS1"
"8146","ELFN1"
"8147","MAD1L1"
"8148","AC104129.1"
"8149","MRM2"
"8150","SNX8"
"8151","EIF3B"
"8152","CHST12"
"8153","LFNG"
"8154","BRAT1"
"8155","IQCE"
"8156","TTYH3"
"8157","AMZ1"
"8158","GNA12"
"8159","CARD11"
"8160","AC073316.1"
"8161","AC073316.2"
"8162","AC073316.3"
"8163","SDK1"
"8164","AC011284.1"
"8165","AC072054.1"
"8166","FOXK1"
"8167","AC092428.1"
"8168","AP5Z1"
"8169","RADIL"
"8170","MMD2"
"8171","RBAK"
"8172","RBAKDN"
"8173","WIPI2"
"8174","SLC29A4"
"8175","TNRC18"
"8176","AC092171.1"
"8177","AC092171.4"
"8178","AC092171.3"
"8179","AC092171.5"
"8180","FBXL18"
"8181","ACTB"
"8182","FSCN1"
"8183","RNF216"
"8184","OCM"
"8185","CCZ1"
"8186","RSPH10B"
"8187","PMS2"
"8188","AIMP2"
"8189","EIF2AK1"
"8190","ANKRD61"
"8191","USP42"
"8192","CYTH3"
"8193","RAC1"
"8194","DAGLB"
"8195","KDELR2"
"8196","GRID2IP"
"8197","ZDHHC4"
"8198","AC079742.1"
"8199","C7orf26"
"8200","ZNF853"
"8201","ZNF316"
"8202","AC073343.2"
"8203","ZNF12"
"8204","RSPH10B2"
"8205","CCZ1B"
"8206","AC079804.3"
"8207","C1GALT1"
"8208","AC005532.1"
"8209","COL28A1"
"8210","AC004982.1"
"8211","AC004982.2"
"8212","MIOS"
"8213","RPA3"
"8214","UMAD1"
"8215","AC006042.2"
"8216","GLCCI1"
"8217","ICA1"
"8218","AC006042.1"
"8219","AC007009.1"
"8220","AC004879.1"
"8221","AC004949.1"
"8222","NDUFA4"
"8223","AC007029.1"
"8224","PHF14"
"8225","AC004160.1"
"8226","THSD7A"
"8227","TMEM106B"
"8228","VWDE"
"8229","AC013470.2"
"8230","SCIN"
"8231","ARL4A"
"8232","AC011287.1"
"8233","AC011287.2"
"8234","ETV1"
"8235","DGKB"
"8236","AC006458.1"
"8237","AGMO"
"8238","AC006041.2"
"8239","CRPPA"
"8240","CRPPA-AS1"
"8241","AC005014.2"
"8242","ANKMY2"
"8243","AC005014.4"
"8244","BZW2"
"8245","AC073333.1"
"8246","TSPAN13"
"8247","AGR2"
"8248","AGR3"
"8249","AHR"
"8250","AC073332.1"
"8251","AC019117.2"
"8252","AC019117.1"
"8253","SNX13"
"8254","HDAC9"
"8255","AC007091.1"
"8256","TMEM196"
"8257","AC004543.1"
"8258","AC005062.1"
"8259","AC007001.1"
"8260","MACC1"
"8261","MACC1-AS1"
"8262","AC005083.1"
"8263","AC004130.2"
"8264","ITGB8"
"8265","ABCB5"
"8266","LINC01162"
"8267","SP4"
"8268","DNAH11"
"8269","CDCA7L"
"8270","RAPGEF5"
"8271","STEAP1B"
"8272","AC002480.1"
"8273","AC002480.2"
"8274","TOMM7"
"8275","SNHG26"
"8276","FAM126A"
"8277","KLHL7"
"8278","NUP42"
"8279","AC005082.1"
"8280","GPNMB"
"8281","MALSU1"
"8282","TRA2A"
"8283","CCDC126"
"8284","FAM221A"
"8285","STK31"
"8286","AC004485.1"
"8287","NPY"
"8288","AC003044.1"
"8289","MPP6"
"8290","GSDME"
"8291","AC003093.1"
"8292","OSBPL3"
"8293","CYCS"
"8294","C7orf31"
"8295","AC005165.1"
"8296","NFE2L3"
"8297","HNRNPA2B1"
"8298","CBX3"
"8299","SNX10"
"8300","AC004540.2"
"8301","AC004540.1"
"8302","AC004947.1"
"8303","AC004947.3"
"8304","SKAP2"
"8305","HOXA1"
"8306","HOTAIRM1"
"8307","HOXA2"
"8308","HOXA3"
"8309","HOXA-AS2"
"8310","HOXA4"
"8311","HOXA-AS3"
"8312","HOXA5"
"8313","HOXA6"
"8314","HOXA7"
"8315","HOXA9"
"8316","HOXA10-AS"
"8317","HOXA10"
"8318","HOXA11"
"8319","HOXA11-AS"
"8320","HIBADH"
"8321","AC007130.1"
"8322","AC005091.1"
"8323","TAX1BP1"
"8324","JAZF1"
"8325","JAZF1-AS1"
"8326","CREB5"
"8327","TRIL"
"8328","AC005162.3"
"8329","CPVL"
"8330","AC005162.1"
"8331","CHN2"
"8332","AC004593.2"
"8333","AC004593.1"
"8334","AC007255.1"
"8335","PRR15"
"8336","WIPF3"
"8337","SCRN1"
"8338","AC007285.1"
"8339","FKBP14"
"8340","PLEKHA8"
"8341","AC007285.2"
"8342","AC007036.5"
"8343","MTURN"
"8344","AC007036.1"
"8345","ZNRF2"
"8346","LINC01176"
"8347","NOD1"
"8348","AC006027.1"
"8349","GGCT"
"8350","GARS-DT"
"8351","AC005154.4"
"8352","GARS"
"8353","CRHR2"
"8354","INMT"
"8355","MINDY4"
"8356","AC004691.1"
"8357","AQP1"
"8358","GHRHR"
"8359","ITPRID1"
"8360","PPP1R17"
"8361","PDE1C"
"8362","LSM5"
"8363","AVL9"
"8364","AC018645.3"
"8365","LINC00997"
"8366","AC018648.1"
"8367","KBTBD2"
"8368","FKBP9"
"8369","NT5C3A"
"8370","RP9"
"8371","BBS9"
"8372","AC008080.4"
"8373","AC008080.3"
"8374","BMPER"
"8375","NPSR1-AS1"
"8376","NPSR1"
"8377","DPY19L1"
"8378","AC005400.1"
"8379","AC018647.3"
"8380","HERPUD2"
"8381","AC018647.2"
"8382","AC018647.1"
"8383","SEPTIN7-AS1"
"8384","SEPTIN7"
"8385","AC083864.5"
"8386","EEPD1"
"8387","AC007327.2"
"8388","KIAA0895"
"8389","AOAH"
"8390","AC007349.1"
"8391","ELMO1"
"8392","EPDR1"
"8393","SFRP4"
"8394","STARD3NL"
"8395","TRGC1"
"8396","TRG-AS1"
"8397","AMPH"
"8398","VPS41"
"8399","POU6F2"
"8400","POU6F2-AS1"
"8401","YAE1"
"8402","AC004837.4"
"8403","RALA"
"8404","LINC00265"
"8405","CDK13"
"8406","MPLKIP"
"8407","SUGCT"
"8408","AC004988.1"
"8409","LINC01449"
"8410","INHBA"
"8411","GLI3"
"8412","C7orf25"
"8413","PSMA2"
"8414","MRPL32"
"8415","AC005537.1"
"8416","HECW1"
"8417","LUARIS"
"8418","STK17A"
"8419","COA1"
"8420","BLVRA"
"8421","MRPS24"
"8422","URGCP"
"8423","UBE2D4"
"8424","SPDYE1"
"8425","AC004951.1"
"8426","LINC00957"
"8427","DBNL"
"8428","PGAM2"
"8429","POLM"
"8430","AEBP1"
"8431","POLD2"
"8432","YKT6"
"8433","CAMK2B"
"8434","NUDCD3"
"8435","NPC1L1"
"8436","DDX56"
"8437","TMED4"
"8438","OGDH"
